,init,end,length,rana_label,quality_label,label,file_wav,file_wav_source,is_BOAFAB
2780,83.236402,84.236402,1.0,BOAFAB,C,BOAFAB_C,83_FNJV_0031503_Boana_faber_Obera_Not specified_Adao Jose Cardoso.wav,FNJV_0031503_Boana_faber_Obera_Not specified_Adao Jose Cardoso.wav,True
4179,12.911248,13.911248,1.0,ADEMAR,C,ADEMAR_C,12_FNJV_0011238_Adenomera_marmorata_Ubatuba_SP_Adao Jose Cardoso.wav,FNJV_0011238_Adenomera_marmorata_Ubatuba_SP_Adao Jose Cardoso.wav,False
4498,19.011194,20.011194,1.0,DENCRU,C,DENCRU_C,1_1577-D.cruzi.wav,1577-D.cruzi.wav,False
1384,10.264706,11.264706,1.0,PHYCUV,C,PHYCUV_C,0_FNJV_0036390_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,FNJV_0036390_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,False
3329,63.389458,64.38945799999999,0.9999999999999929,PHYCUV,C,PHYCUV_C,0_FNJV_0031195_Physalaemus_cuvieri_Jundiai_SP_Celio F. B. Haddad.wav,FNJV_0031195_Physalaemus_cuvieri_Jundiai_SP_Celio F. B. Haddad.wav,False
2937,10.758454,11.758454,1.0,PHYCUV,C,PHYCUV_C,1_FNJV_0031226_Physalaemus_cuvieri_Mocamedes_GO_Adao J. Cardoso.wav,FNJV_0031226_Physalaemus_cuvieri_Mocamedes_GO_Adao J. Cardoso.wav,False
3683,84.510461,85.510461,1.0,BOAFAB,C,BOAFAB_C,84_FNJV_0030854_Boana_faber_Itabuna_BA_Jacques Vielliard.wav,FNJV_0030854_Boana_faber_Itabuna_BA_Jacques Vielliard.wav,True
3099,14.367742,15.367742,1.0,PHYCUV,C,PHYCUV_C,4_FNJV_0031203_Physalaemus_cuvieri_Campinas_SP_Adao J. Cardoso.wav,FNJV_0031203_Physalaemus_cuvieri_Campinas_SP_Adao J. Cardoso.wav,False
4444,99.772537,100.772537,1.0,DENCRU,C,DENCRU_C,16_1580-D.cruzi.wav,1580-D.cruzi.wav,False
3202,31.248642,32.248642000000004,1.0000000000000036,PHYCUV,C,PHYCUV_C,9_FNJV_0031198_Physalaemus_cuvieri_Taquara_RS_Adao J. Cardoso.wav,FNJV_0031198_Physalaemus_cuvieri_Taquara_RS_Adao J. Cardoso.wav,False
373,11.117329,12.117329,1.0,ADEMAR,C,ADEMAR_C,9_FNJV_0050758_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,FNJV_0050758_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,False
2865,90.674178,91.674178,1.0,PHYCUV,C,PHYCUV_C,4_FNJV_0031230_Physalaemus_cuvieri_Monte Verde_MG_M. Gridi- Papp.wav,FNJV_0031230_Physalaemus_cuvieri_Monte Verde_MG_M. Gridi- Papp.wav,False
1796,83.995472,84.995472,1.0,PHYCUV,C,PHYCUV_C,64_FNJV_0032855_Physalaemus_cuvieri_Piracanjuba_GO_Rogerio Pereira Bastos.wav,FNJV_0032855_Physalaemus_cuvieri_Piracanjuba_GO_Rogerio Pereira Bastos.wav,False
3347,81.38945799999999,82.38945799999999,1.0,PHYCUV,C,PHYCUV_C,18_FNJV_0031195_Physalaemus_cuvieri_Jundiai_SP_Celio F. B. Haddad.wav,FNJV_0031195_Physalaemus_cuvieri_Jundiai_SP_Celio F. B. Haddad.wav,False
864,40.391231,41.391231,1.0,ADEMAR,C,ADEMAR_C,5_FNJV_0050733_Adenomera_marmorata_Paranapiacaba_SP_Ariovaldo A. Giaretta.wav,FNJV_0050733_Adenomera_marmorata_Paranapiacaba_SP_Ariovaldo A. Giaretta.wav,False
2949,62.89999,63.89999,1.0,PHYCUV,C,PHYCUV_C,3_FNJV_0031226_Physalaemus_cuvieri_Mocamedes_GO_Adao J. Cardoso.wav,FNJV_0031226_Physalaemus_cuvieri_Mocamedes_GO_Adao J. Cardoso.wav,False
476,5.074266,6.074266,1.0,ADEMAR,C,ADEMAR_C,4_FNJV_0050752_Adenomera_marmorata_Petropolis_RJ_Pedro P. G. Taucce.wav,FNJV_0050752_Adenomera_marmorata_Petropolis_RJ_Pedro P. G. Taucce.wav,False
2628,60.10171,61.10171,1.0,BOALEP,C,BOALEP_C,0_FNJV_0031594_Boana_leptolineata_Lages_SC_Adao Jose Cardoso.wav,FNJV_0031594_Boana_leptolineata_Lages_SC_Adao Jose Cardoso.wav,False
1350,101.231555,102.231555,1.0,PHYCUV,C,PHYCUV_C,2_FNJV_0036391_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,FNJV_0036391_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,False
2519,55.586684,56.586684,1.0,DENELE,C,DENELE_C,0_FNJV_0031844_Dendropsophus_elegans_Itaguai_RJ_Werner C. A. Bokermann.wav,FNJV_0031844_Dendropsophus_elegans_Itaguai_RJ_Werner C. A. Bokermann.wav,False
2402,19.356079,20.356079,1.0,PHYCUV,C,PHYCUV_C,0_FNJV_0032009_Physalaemus_cuvieri_Sao Paulo_SP_Werner C. A. Bokermann.wav,FNJV_0032009_Physalaemus_cuvieri_Sao Paulo_SP_Werner C. A. Bokermann.wav,False
3209,41.152723,42.152723,1.0,PHYCUV,C,PHYCUV_C,3_FNJV_0031198_Physalaemus_cuvieri_Taquara_RS_Adao J. Cardoso.wav,FNJV_0031198_Physalaemus_cuvieri_Taquara_RS_Adao J. Cardoso.wav,False
2649,90.582596,91.582596,1.0,BOALEP,C,BOALEP_C,4_FNJV_0031594_Boana_leptolineata_Lages_SC_Adao Jose Cardoso.wav,FNJV_0031594_Boana_leptolineata_Lages_SC_Adao Jose Cardoso.wav,False
3585,119.785679,120.785679,1.0,BOAFAB,C,BOAFAB_C,26_FNJV_0030858_Boana_faber_Sao Paulo_SP_Ivan Sazima.wav,FNJV_0030858_Boana_faber_Sao Paulo_SP_Ivan Sazima.wav,True
3154,70.622717,71.622717,1.0,PHYCUV,C,PHYCUV_C,31_FNJV_0031203_Physalaemus_cuvieri_Campinas_SP_Adao J. Cardoso.wav,FNJV_0031203_Physalaemus_cuvieri_Campinas_SP_Adao J. Cardoso.wav,False
98,98.985377,99.985377,1.0,BOAFAB,C,BOAFAB_C,98_FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,True
12,12.985377,13.985377,1.0,BOAFAB,C,BOAFAB_C,12_FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,True
647,8.575645999999999,9.575645999999999,1.0,ADEMAR,C,ADEMAR_C,6_FNJV_0050746_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,FNJV_0050746_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,False
4121,221.838597,222.838597,1.0,BOAFAB,C,BOAFAB_C,220_FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,True
992,47.815604,48.815604,1.0,PHYCUV,C,PHYCUV_C,24_FNJV_0040093_Physalaemus_cuvieri_Divino de Sao Lourenco_ES_Carolina Lambertini.wav,FNJV_0040093_Physalaemus_cuvieri_Divino de Sao Lourenco_ES_Carolina Lambertini.wav,False
2364,749.523972,750.523972,1.0,BOAFAB,C,BOAFAB_C,24_FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,True
2418,48.020128,49.020128,1.0,PHYCUV,C,PHYCUV_C,14_FNJV_0032009_Physalaemus_cuvieri_Sao Paulo_SP_Werner C. A. Bokermann.wav,FNJV_0032009_Physalaemus_cuvieri_Sao Paulo_SP_Werner C. A. Bokermann.wav,False
1629,37.516867,38.516867,1.0,PHYCUV,C,PHYCUV_C,36_FNJV_0032888_Physalaemus_cuvieri_Itaberai_GO_Rogerio Pereira Bastos.wav,FNJV_0032888_Physalaemus_cuvieri_Itaberai_GO_Rogerio Pereira Bastos.wav,False
2552,13.76074,14.76074,1.0,ADEMAR,C,ADEMAR_C,8_FNJV_0031814_Adenomera_marmorata_Santo Andre_SP_Werner Carlos Augusto Bokermann.wav,FNJV_0031814_Adenomera_marmorata_Santo Andre_SP_Werner Carlos Augusto Bokermann.wav,False
3818,91.606168,92.606168,1.0,BOAFAB,C,BOAFAB_C,0_FNJV_0011777_Boana_faber_Santo Andre_SP_Adao Jose Cardoso.wav,FNJV_0011777_Boana_faber_Santo Andre_SP_Adao Jose Cardoso.wav,True
59,59.985377,60.985377,1.0,BOAFAB,C,BOAFAB_C,59_FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,True
1152,94.001824,95.001824,1.0,PHYCUV,C,PHYCUV_C,2_FNJV_0036654_Physalaemus_cuvieri_Alto Caparao_MG_Camila Zornosa-Torres.wav,FNJV_0036654_Physalaemus_cuvieri_Alto Caparao_MG_Camila Zornosa-Torres.wav,False
3933,33.838597,34.838597,1.0,BOAFAB,C,BOAFAB_C,32_FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,True
1530,122.595819,123.595819,1.0,BOARAN,C,BOARAN_C,0_FNJV_0034120_Boana_raniceps_Aiuaba_CE_Diego Jose Santana.wav,FNJV_0034120_Boana_raniceps_Aiuaba_CE_Diego Jose Santana.wav,False
2332,624.36075,625.36075,1.0,BOAFAB,C,BOAFAB_C,6_FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,True
1047,75.164368,76.164368,1.0,BOAALM,C,BOAALM_C,4_FNJV_0040068_Boana_albomarginata_Dores do Rio Preto_ES_Victor Favaro Augusto.wav,FNJV_0040068_Boana_albomarginata_Dores do Rio Preto_ES_Victor Favaro Augusto.wav,False
11,11.985377,12.985377,1.0,BOAFAB,C,BOAFAB_C,11_FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,True
1425,122.431403,123.431403,1.0,PHYCUV,C,PHYCUV_C,9_FNJV_0036390_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,FNJV_0036390_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,False
3708,109.510461,110.510461,1.0,BOAFAB,C,BOAFAB_C,109_FNJV_0030854_Boana_faber_Itabuna_BA_Jacques Vielliard.wav,FNJV_0030854_Boana_faber_Itabuna_BA_Jacques Vielliard.wav,True
3992,92.838597,93.838597,1.0,BOAFAB,C,BOAFAB_C,91_FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,True
2844,54.907981,55.907981,1.0,PHYCUV,C,PHYCUV_C,1_FNJV_0031230_Physalaemus_cuvieri_Monte Verde_MG_M. Gridi- Papp.wav,FNJV_0031230_Physalaemus_cuvieri_Monte Verde_MG_M. Gridi- Papp.wav,False
268,68.723382,69.723382,1.0,ADEMAR,C,ADEMAR_C,28_FNJV_0050766_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,FNJV_0050766_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,False
2620,30.90161,31.90161,1.0,BOALEP,C,BOALEP_C,4_FNJV_0031594_Boana_leptolineata_Lages_SC_Adao Jose Cardoso.wav,FNJV_0031594_Boana_leptolineata_Lages_SC_Adao Jose Cardoso.wav,False
2147,359.67076,360.67076,1.0,BOAFAB,C,BOAFAB_C,34_FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,True
3112,27.367742,28.367742,1.0,PHYCUV,C,PHYCUV_C,17_FNJV_0031203_Physalaemus_cuvieri_Campinas_SP_Adao J. Cardoso.wav,FNJV_0031203_Physalaemus_cuvieri_Campinas_SP_Adao J. Cardoso.wav,False
1365,122.316795,123.316795,1.0,PHYCUV,C,PHYCUV_C,1_FNJV_0036391_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,FNJV_0036391_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,False
4273,44.980509,45.980509,1.0,BOAFAB,C,BOAFAB_C,44_FNJV_0011067_Boana_faber_Campinas_SP_Marcio R. Martins.wav,FNJV_0011067_Boana_faber_Campinas_SP_Marcio R. Martins.wav,True
2234,446.67076,447.67076,1.0,BOAFAB,C,BOAFAB_C,121_FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,True
3466,113.659813,114.659813,1.0,PHYCUV,C,PHYCUV_C,9_FNJV_0031193_Physalaemus_cuvieri_Cabreuva_SP_Gilda V. Andrade.wav,FNJV_0031193_Physalaemus_cuvieri_Cabreuva_SP_Gilda V. Andrade.wav,False
488,34.040991000000005,35.040991000000005,1.0,ADEMAR,C,ADEMAR_C,5_FNJV_0050752_Adenomera_marmorata_Petropolis_RJ_Pedro P. G. Taucce.wav,FNJV_0050752_Adenomera_marmorata_Petropolis_RJ_Pedro P. G. Taucce.wav,False
4287,8.531228,9.531228,1.0,BOAFAB,C,BOAFAB_C,8_FNJV_0007692_Boana_faber_Santo Andre_SP_Adao Jose Cardoso.wav,FNJV_0007692_Boana_faber_Santo Andre_SP_Adao Jose Cardoso.wav,True
2136,348.67076,349.67076,1.0,BOAFAB,C,BOAFAB_C,23_FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,True
3302,19.808199000000002,20.808199000000002,1.0,PHYCUV,C,PHYCUV_C,17_FNJV_0031195_Physalaemus_cuvieri_Jundiai_SP_Celio F. B. Haddad.wav,FNJV_0031195_Physalaemus_cuvieri_Jundiai_SP_Celio F. B. Haddad.wav,False
3255,3.655489,4.655489,1.0,PHYCUV,C,PHYCUV_C,1_FNJV_0031197_Physalaemus_cuvieri_Lages_SC_Adao J. Cardoso.wav,FNJV_0031197_Physalaemus_cuvieri_Lages_SC_Adao J. Cardoso.wav,False
4282,3.531228,4.5312280000000005,1.0000000000000004,BOAFAB,C,BOAFAB_C,3_FNJV_0007692_Boana_faber_Santo Andre_SP_Adao Jose Cardoso.wav,FNJV_0007692_Boana_faber_Santo Andre_SP_Adao Jose Cardoso.wav,True
1213,33.798413,34.798413,1.0,PHYCUV,C,PHYCUV_C,4_FNJV_0036633_Physalaemus_cuvieri_Alto Caparao_MG_Carlos Henrique Luz Nunes Almeida.wav,FNJV_0036633_Physalaemus_cuvieri_Alto Caparao_MG_Carlos Henrique Luz Nunes Almeida.wav,False
510,1.4743,2.4743,1.0,ADEMAR,C,ADEMAR_C,0_FNJV_0050751_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,FNJV_0050751_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,False
3533,112.057363,113.057363,1.0,BOAFAB,C,BOAFAB_C,13_FNJV_0030859_Boana_faber_Sao Paulo_SP_Ivan Sazima.wav,FNJV_0030859_Boana_faber_Sao Paulo_SP_Ivan Sazima.wav,True
2494,50.849802,51.849802,1.0,PHYCUV,C,PHYCUV_C,1_FNJV_0031872_Physalaemus_cuvieri_Santo Andre_SP_Werner Carlos Augusto Bokermann.wav,FNJV_0031872_Physalaemus_cuvieri_Santo Andre_SP_Werner Carlos Augusto Bokermann.wav,False
222,86.211422,87.211422,1.0,ADEMAR,C,ADEMAR_C,85_FNJV_0050784_Adenomera_marmorata_PARNA da Tijuca_RJ_Carla S. Cassini.wav,FNJV_0050784_Adenomera_marmorata_PARNA da Tijuca_RJ_Carla S. Cassini.wav,False
4427,43.32745,44.32745,1.0,DENCRU,C,DENCRU_C,1_1580-D.cruzi.wav,1580-D.cruzi.wav,False
1422,119.431403,120.431403,1.0,PHYCUV,C,PHYCUV_C,6_FNJV_0036390_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,FNJV_0036390_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,False
2258,476.037695,477.037695,1.0,BOAFAB,C,BOAFAB_C,11_FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,True
1160,26.640626,27.640626,1.0,PHYCUV,C,PHYCUV_C,6_FNJV_0036652_Physalaemus_cuvieri_Alto Caparao_MG_Camila Zornosa-Torres.wav,FNJV_0036652_Physalaemus_cuvieri_Alto Caparao_MG_Camila Zornosa-Torres.wav,False
3336,70.38945799999999,71.38945799999999,1.0,PHYCUV,C,PHYCUV_C,7_FNJV_0031195_Physalaemus_cuvieri_Jundiai_SP_Celio F. B. Haddad.wav,FNJV_0031195_Physalaemus_cuvieri_Jundiai_SP_Celio F. B. Haddad.wav,False
30,30.985377,31.985377,1.0,BOAFAB,C,BOAFAB_C,30_FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,FNJV_0051350_Boana_faber_Cananeia_SP_Simone Dena.wav,True
4175,8.911248,9.911248,1.0,ADEMAR,C,ADEMAR_C,8_FNJV_0011238_Adenomera_marmorata_Ubatuba_SP_Adao Jose Cardoso.wav,FNJV_0011238_Adenomera_marmorata_Ubatuba_SP_Adao Jose Cardoso.wav,False
241,41.723382,42.723382,1.0,ADEMAR,C,ADEMAR_C,1_FNJV_0050766_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,FNJV_0050766_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,False
2514,73.51616,74.51616,1.0,PHYCUV,C,PHYCUV_C,15_FNJV_0031872_Physalaemus_cuvieri_Santo Andre_SP_Werner Carlos Augusto Bokermann.wav,FNJV_0031872_Physalaemus_cuvieri_Santo Andre_SP_Werner Carlos Augusto Bokermann.wav,False
2763,66.236402,67.236402,1.0,BOAFAB,C,BOAFAB_C,66_FNJV_0031503_Boana_faber_Obera_Not specified_Adao Jose Cardoso.wav,FNJV_0031503_Boana_faber_Obera_Not specified_Adao Jose Cardoso.wav,True
2444,37.628951,38.628951,1.0,BOARAN,C,BOARAN_C,4_FNJV_0031881_Boana_raniceps_Cuiaba_MT_Werner Carlos Augusto Bokermann.wav,FNJV_0031881_Boana_raniceps_Cuiaba_MT_Werner Carlos Augusto Bokermann.wav,False
4166,266.838597,267.838597,1.0,BOAFAB,C,BOAFAB_C,265_FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,True
1231,65.582675,66.582675,1.0,PHYCUV,C,PHYCUV_C,10_FNJV_0036633_Physalaemus_cuvieri_Alto Caparao_MG_Carlos Henrique Luz Nunes Almeida.wav,FNJV_0036633_Physalaemus_cuvieri_Alto Caparao_MG_Carlos Henrique Luz Nunes Almeida.wav,False
302,11.785565,12.785565,1.0,ADEMAR,C,ADEMAR_C,10_FNJV_0050763_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,FNJV_0050763_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,False
4382,109.890957,110.890957,1.0,DENCRU,C,DENCRU_C,5_1583-D.cruzi.wav,1583-D.cruzi.wav,False
418,56.117329,57.117329,1.0,ADEMAR,C,ADEMAR_C,54_FNJV_0050758_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,FNJV_0050758_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,False
1874,216.189762,217.189762,1.0,BOAFAB,C,BOAFAB_C,1_FNJV_0032295_Boana_faber_Not specified_SP_Lucas Rodriguez Forti.wav,FNJV_0032295_Boana_faber_Not specified_SP_Lucas Rodriguez Forti.wav,True
1812,1.479228,2.479228,1.0,PHYCUV,C,PHYCUV_C,0_FNJV_0032718_Physalaemus_cuvieri_Silvania_GO_Rogerio Pereira Bastos.wav,FNJV_0032718_Physalaemus_cuvieri_Silvania_GO_Rogerio Pereira Bastos.wav,False
1878,222.106531,223.106531,1.0,BOAFAB,C,BOAFAB_C,2_FNJV_0032295_Boana_faber_Not specified_SP_Lucas Rodriguez Forti.wav,FNJV_0032295_Boana_faber_Not specified_SP_Lucas Rodriguez Forti.wav,True
3914,14.838597,15.838597,1.0,BOAFAB,C,BOAFAB_C,13_FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,True
2091,294.047982,295.047982,1.0,BOAFAB,C,BOAFAB_C,96_FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,True
4434,89.772537,90.772537,1.0,DENCRU,C,DENCRU_C,6_1580-D.cruzi.wav,1580-D.cruzi.wav,False
296,5.785565,6.785565,1.0,ADEMAR,C,ADEMAR_C,4_FNJV_0050763_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,FNJV_0050763_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,False
2240,455.847653,456.847653,1.0,BOAFAB,C,BOAFAB_C,1_FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,True
4177,10.911248,11.911248,1.0,ADEMAR,C,ADEMAR_C,10_FNJV_0011238_Adenomera_marmorata_Ubatuba_SP_Adao Jose Cardoso.wav,FNJV_0011238_Adenomera_marmorata_Ubatuba_SP_Adao Jose Cardoso.wav,False
3600,1.510461,2.5104610000000003,1.0000000000000002,BOAFAB,C,BOAFAB_C,1_FNJV_0030854_Boana_faber_Itabuna_BA_Jacques Vielliard.wav,FNJV_0030854_Boana_faber_Itabuna_BA_Jacques Vielliard.wav,True
1290,19.987338,20.987338,1.0,PHYCUV,C,PHYCUV_C,9_FNJV_0036391_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,FNJV_0036391_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,False
541,7.125458,8.125458,1.0,ADEMAR,C,ADEMAR_C,5_FNJV_0050750_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,FNJV_0050750_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,False
1359,112.338358,113.338358,1.0,PHYCUV,C,PHYCUV_C,1_FNJV_0036391_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,FNJV_0036391_Physalaemus_cuvieri_Guaramiranga_CE_Caio Brito.wav,False
4505,30.23575,31.23575,1.0,DENCRU,C,DENCRU_C,1_1577-D.cruzi.wav,1577-D.cruzi.wav,False
297,6.785565,7.785565,1.0,ADEMAR,C,ADEMAR_C,5_FNJV_0050763_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,FNJV_0050763_Adenomera_marmorata_PARNA do Itatiaia_RJ_Pedro P. G. Taucce.wav,False
2127,339.67076,340.67076,1.0,BOAFAB,C,BOAFAB_C,14_FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,FNJV_0032140_Boana_faber_Rio de Janeiro_RJ_Bertha Lutz.wav,True
1695,23.611264,24.611264,1.0,PHYCUV,C,PHYCUV_C,5_FNJV_0032885_Physalaemus_cuvieri_Piracanjuba_GO_Rogerio Pereira Bastos.wav,FNJV_0032885_Physalaemus_cuvieri_Piracanjuba_GO_Rogerio Pereira Bastos.wav,False
1045,73.164368,74.164368,1.0,BOAALM,C,BOAALM_C,2_FNJV_0040068_Boana_albomarginata_Dores do Rio Preto_ES_Victor Favaro Augusto.wav,FNJV_0040068_Boana_albomarginata_Dores do Rio Preto_ES_Victor Favaro Augusto.wav,False
1557,76.177642,77.177642,1.0,BOARAN,C,BOARAN_C,0_FNJV_0034119_Boana_raniceps_Aiuaba_CE_Diego Jose Santana.wav,FNJV_0034119_Boana_raniceps_Aiuaba_CE_Diego Jose Santana.wav,False
3167,16.846550999999998,17.846550999999998,1.0,PHYCUV,C,PHYCUV_C,2_FNJV_0031201_Physalaemus_cuvieri_Pocos de Caldas_MG_Adao J. Cardoso.wav,FNJV_0031201_Physalaemus_cuvieri_Pocos de Caldas_MG_Adao J. Cardoso.wav,False
3797,18.356235,19.356235,1.0,SCIFUS,C,SCIFUS_C,1_FNJV_0013045_Scinax_fuscomarginatus_Itirapina_SP_Luis Felipe Toledo.wav,FNJV_0013045_Scinax_fuscomarginatus_Itirapina_SP_Luis Felipe Toledo.wav,False
698,9.385674,10.385674,1.0,ADEMAR,C,ADEMAR_C,7_FNJV_0050743_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,FNJV_0050743_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,False
4118,218.838597,219.838597,1.0,BOAFAB,C,BOAFAB_C,217_FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,FNJV_0011769_Boana_faber_Cabreuva_SP_Gilda Vasconcellos de Andrade.wav,True
3747,34.264242,35.264242,1.0,BOALEP,C,BOALEP_C,1_FNJV_0030738_Boana_leptolineata_Lages_SC_Adao Jose Cardoso.wav,FNJV_0030738_Boana_leptolineata_Lages_SC_Adao Jose Cardoso.wav,False
3474,6.739257,7.739257,1.0,BOAFAB,C,BOAFAB_C,0_FNJV_0030864_Boana_faber_Campinas_SP_Celio Fernando Baptista Haddad.wav,FNJV_0030864_Boana_faber_Campinas_SP_Celio Fernando Baptista Haddad.wav,True
860,36.391231,37.391231,1.0,ADEMAR,C,ADEMAR_C,1_FNJV_0050733_Adenomera_marmorata_Paranapiacaba_SP_Ariovaldo A. Giaretta.wav,FNJV_0050733_Adenomera_marmorata_Paranapiacaba_SP_Ariovaldo A. Giaretta.wav,False
598,19.237455,20.237455,1.0,ADEMAR,C,ADEMAR_C,17_FNJV_0050747_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,FNJV_0050747_Adenomera_marmorata_Paranapiacaba_SP_Pedro P. G. Taucce.wav,False
3147,63.622717,64.622717,0.9999999999999929,PHYCUV,C,PHYCUV_C,24_FNJV_0031203_Physalaemus_cuvieri_Campinas_SP_Adao J. Cardoso.wav,FNJV_0031203_Physalaemus_cuvieri_Campinas_SP_Adao J. Cardoso.wav,False
912,37.184135,38.184135,1.0,BOAALM,C,BOAALM_C,1_FNJV_0044155_Boana_albomarginata_Itaguai_RJ_Eugenio Izecksohn.wav,FNJV_0044155_Boana_albomarginata_Itaguai_RJ_Eugenio Izecksohn.wav,False
3043,20.942967,21.942967,1.0,PHYCUV,C,PHYCUV_C,14_FNJV_0031215_Physalaemus_cuvieri_Pocos de Caldas_MG_Adao J. Cardoso.wav,FNJV_0031215_Physalaemus_cuvieri_Pocos de Caldas_MG_Adao J. Cardoso.wav,False
